1.000000	0.000000
1.066667	0.000000
1.133333	0.000000
1.200000	0.000000
1.266667	0.000000
1.333333	0.000000
1.400000	0.000000
1.466667	0.000000
1.533333	0.000000
1.600000	0.000000
1.666667	0.000000
1.733333	0.000000
1.800000	0.000000
1.866667	0.000000
1.933333	0.000000
2.000000	0.000000
2.066667	0.000000
2.133333	0.000000
2.200000	0.000000
2.266667	0.000000
2.333333	0.000000
2.400000	0.000000
2.466667	0.000000
2.533333	0.000000
2.600000	0.000000
2.666667	0.000000
2.733333	0.000000
2.800000	0.000000
2.866667	0.000000
2.933333	0.000000
